plan_id,plan_name,level,week,day_offset,day_name,session_type,planned_distance_km,planned_duration_min,notes
100k_beg,100K - Beginner,Beginner,18,5,Sat,Run - easy (back-to-back),16.8,160,Back-to-back with Sunday long run
100k_beg,100K - Beginner,Beginner,18,6,Sun,Long run,27.3,259,"Weekend long run - go slow, this builds endurance"
100k_beg,100K - Beginner,Beginner,19,0,Mon,Rest,,,
100k_beg,100K - Beginner,Beginner,19,1,Tue,Run - easy,4.0,38,Easy conversational pace
100k_beg,100K - Beginner,Beginner,19,2,Wed,Cross-training / rest,,30,Optional light cross-training
100k_beg,100K - Beginner,Beginner,19,3,Thu,Run - easy,4.0,38,Easy conversational pace
100k_beg,100K - Beginner,Beginner,19,4,Fri,Rest,,,
100k_beg,100K - Beginner,Beginner,19,5,Sat,Run - easy,2.8,27,Short easy run
100k_beg,100K - Beginner,Beginner,19,6,Sun,Long run,28.2,268,"Weekend long run - go slow, this builds endurance"
100k_beg,100K - Beginner,Beginner,20,0,Mon,Rest,,,
100k_beg,100K - Beginner,Beginner,20,1,Tue,Run - easy,4.0,38,Easy conversational pace
100k_beg,100K - Beginner,Beginner,20,2,Wed,Cross-training / rest,,30,Optional light cross-training
100k_beg,100K - Beginner,Beginner,20,3,Thu,Run - easy,4.0,38,Easy conversational pace
100k_beg,100K - Beginner,Beginner,20,4,Fri,Rest,,,
100k_beg,100K - Beginner,Beginner,20,5,Sat,Run - easy,2.8,27,Short easy run
100k_beg,100K - Beginner,Beginner,20,6,Sun,Long run,21.1,200,"Weekend long run - go slow, this builds endurance"
100k_beg,100K - Beginner,Beginner,21,0,Mon,Rest,,,
100k_beg,100K - Beginner,Beginner,21,1,Tue,Run - easy,4.0,38,Easy conversational pace
100k_beg,100K - Beginner,Beginner,21,2,Wed,Cross-training / rest,,30,Optional light cross-training
100k_beg,100K - Beginner,Beginner,21,3,Thu,Run - easy,4.0,38,Easy conversational pace
100k_beg,100K - Beginner,Beginner,21,4,Fri,Rest,,,
100k_beg,100K - Beginner,Beginner,21,5,Sat,Run - easy (back-to-back),18.0,171,Back-to-back with Sunday long run
100k_beg,100K - Beginner,Beginner,21,6,Sun,Long run,30.0,285,"Weekend long run - go slow, this builds endurance"
100k_beg,100K - Beginner,Beginner,22,0,Mon,Rest,,,
100k_beg,100K - Beginner,Beginner,22,1,Tue,Run - easy,4.1,39,Easy conversational pace
100k_beg,100K - Beginner,Beginner,22,2,Wed,Cross-training / rest,,30,Optional light cross-training
100k_beg,100K - Beginner,Beginner,22,3,Thu,Run - easy,4.1,39,Easy conversational pace
100k_beg,100K - Beginner,Beginner,22,4,Fri,Rest,,,
100k_beg,100K - Beginner,Beginner,22,5,Sat,Run - easy,2.9,28,Short easy run
100k_beg,100K - Beginner,Beginner,22,6,Sun,Long run,19.5,185,"Weekend long run - go slow, this builds endurance"
100k_beg,100K - Beginner,Beginner,23,0,Mon,Rest,,,
100k_beg,100K - Beginner,Beginner,23,1,Tue,Run - easy,4.2,40,Easy conversational pace
100k_beg,100K - Beginner,Beginner,23,2,Wed,Cross-training / rest,,30,Optional light cross-training
100k_beg,100K - Beginner,Beginner,23,3,Thu,Run - easy,4.2,40,Easy conversational pace
100k_beg,100K - Beginner,Beginner,23,4,Fri,Rest,,,
100k_beg,100K - Beginner,Beginner,23,5,Sat,Run - easy,2.9,28,Short easy run
100k_beg,100K - Beginner,Beginner,23,6,Sun,Long run,13.5,128,"Weekend long run - go slow, this builds endurance"
100k_beg,100K - Beginner,Beginner,24,0,Mon,Rest,,,
100k_beg,100K - Beginner,Beginner,24,1,Tue,Run - easy,4.2,40,Easy conversational pace
100k_beg,100K - Beginner,Beginner,24,2,Wed,Cross-training / rest,,30,Optional light cross-training
100k_beg,100K - Beginner,Beginner,24,3,Thu,Run - easy,4.2,40,Easy conversational pace
100k_beg,100K - Beginner,Beginner,24,4,Fri,Rest,,,
100k_beg,100K - Beginner,Beginner,24,5,Sat,Run - easy,3.0,28,Short easy run
100k_beg,100K - Beginner,Beginner,24,6,Sun,RACE DAY,100,840,Race day!
100k_int,100K - Intermediate,Intermediate,1,0,Mon,Run - easy,4.0,30,Easy recovery pace
100k_int,100K - Intermediate,Intermediate,1,1,Tue,Run - speed/intervals,5.0,38,Intervals or hill repeats
100k_int,100K - Intermediate,Intermediate,1,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
100k_int,100K - Intermediate,Intermediate,1,3,Thu,Run - tempo,6.0,45,"Comfortably hard, sustained effort"
100k_int,100K - Intermediate,Intermediate,1,4,Fri,Rest,,,
100k_int,100K - Intermediate,Intermediate,1,5,Sat,Run - easy,3.0,22,Easy pace
100k_int,100K - Intermediate,Intermediate,1,6,Sun,Long run,14.0,105,"Weekend long run, steady effort"
100k_int,100K - Intermediate,Intermediate,2,0,Mon,Run - easy,4.1,31,Easy recovery pace
100k_int,100K - Intermediate,Intermediate,2,1,Tue,Run - speed/intervals,5.1,38,Intervals or hill repeats
100k_int,100K - Intermediate,Intermediate,2,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
100k_int,100K - Intermediate,Intermediate,2,3,Thu,Run - tempo,6.1,46,"Comfortably hard, sustained effort"
100k_int,100K - Intermediate,Intermediate,2,4,Fri,Rest,,,
100k_int,100K - Intermediate,Intermediate,2,5,Sat,Run - easy,3.1,23,Easy pace
100k_int,100K - Intermediate,Intermediate,2,6,Sun,Long run,15.2,114,"Weekend long run, steady effort"
100k_int,100K - Intermediate,Intermediate,3,0,Mon,Run - easy,4.2,32,Easy recovery pace
100k_int,100K - Intermediate,Intermediate,3,1,Tue,Run - speed/intervals,5.1,38,Intervals or hill repeats
100k_int,100K - Intermediate,Intermediate,3,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
100k_int,100K - Intermediate,Intermediate,3,3,Thu,Run - tempo,6.1,46,"Comfortably hard, sustained effort"
100k_int,100K - Intermediate,Intermediate,3,4,Fri,Rest,,,
100k_int,100K - Intermediate,Intermediate,3,5,Sat,Run - easy (back-to-back),13.0,98,Back-to-back with Sunday long run
100k_int,100K - Intermediate,Intermediate,3,6,Sun,Long run,16.5,124,"Weekend long run, steady effort"
100k_int,100K - Intermediate,Intermediate,4,0,Mon,Run - easy,4.2,32,Easy recovery pace
100k_int,100K - Intermediate,Intermediate,4,1,Tue,Run - easy (recovery),5.1,38,Easy recovery pace - following last weekend's back-to-back long run
100k_int,100K - Intermediate,Intermediate,4,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
100k_int,100K - Intermediate,Intermediate,4,3,Thu,Run - tempo,6.2,46,"Comfortably hard, sustained effort"
100k_int,100K - Intermediate,Intermediate,4,4,Fri,Rest,,,
100k_int,100K - Intermediate,Intermediate,4,5,Sat,Run - easy,3.2,24,Easy pace
100k_int,100K - Intermediate,Intermediate,4,6,Sun,Long run,12.4,93,"Weekend long run, steady effort"
100k_int,100K - Intermediate,Intermediate,5,0,Mon,Run - easy,4.2,32,Easy recovery pace
100k_int,100K - Intermediate,Intermediate,5,1,Tue,Run - speed/intervals,5.2,39,Intervals or hill repeats
100k_int,100K - Intermediate,Intermediate,5,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
100k_int,100K - Intermediate,Intermediate,5,3,Thu,Run - tempo,6.2,46,"Comfortably hard, sustained effort"
100k_int,100K - Intermediate,Intermediate,5,4,Fri,Rest,,,
100k_int,100K - Intermediate,Intermediate,5,5,Sat,Run - easy,3.2,24,Easy pace
100k_int,100K - Intermediate,Intermediate,5,6,Sun,Long run,19.0,142,"Weekend long run, steady effort"
100k_int,100K - Intermediate,Intermediate,6,0,Mon,Run - easy,4.3,32,Easy recovery pace
100k_int,100K - Intermediate,Intermediate,6,1,Tue,Run - speed/intervals,5.2,39,Intervals or hill repeats
100k_int,100K - Intermediate,Intermediate,6,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
100k_int,100K - Intermediate,Intermediate,6,3,Thu,Run - tempo,6.2,46,"Comfortably hard, sustained effort"
100k_int,100K - Intermediate,Intermediate,6,4,Fri,Rest,,,
100k_int,100K - Intermediate,Intermediate,6,5,Sat,Run - easy (back-to-back),14.5,109,Back-to-back with Sunday long run
100k_int,100K - Intermediate,Intermediate,6,6,Sun,Long run,20.2,152,"Weekend long run, steady effort"
100k_int,100K - Intermediate,Intermediate,7,0,Mon,Run - easy,4.3,32,Easy recovery pace
100k_int,100K - Intermediate,Intermediate,7,1,Tue,Run - easy (recovery),5.2,39,Easy recovery pace - following last weekend's back-to-back long run
100k_int,100K - Intermediate,Intermediate,7,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
100k_int,100K - Intermediate,Intermediate,7,3,Thu,Run - tempo,6.3,47,"Comfortably hard, sustained effort"
100k_int,100K - Intermediate,Intermediate,7,4,Fri,Rest,,,
100k_int,100K - Intermediate,Intermediate,7,5,Sat,Run - easy,3.4,26,Easy pace
100k_int,100K - Intermediate,Intermediate,7,6,Sun,Long run,21.5,161,"Weekend long run, steady effort"
100k_int,100K - Intermediate,Intermediate,8,0,Mon,Run - easy,4.4,33,Easy recovery pace
100k_int,100K - Intermediate,Intermediate,8,1,Tue,Run - speed/intervals,5.2,39,Intervals or hill repeats
100k_int,100K - Intermediate,Intermediate,8,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
100k_int,100K - Intermediate,Intermediate,8,3,Thu,Run - tempo,6.3,47,"Comfortably hard, sustained effort"
100k_int,100K - Intermediate,Intermediate,8,4,Fri,Rest,,,
100k_int,100K - Intermediate,Intermediate,8,5,Sat,Run - easy,3.4,26,Easy pace
100k_int,100K - Intermediate,Intermediate,8,6,Sun,Long run,16.1,121,"Weekend long run, steady effort"
100k_int,100K - Intermediate,Intermediate,9,0,Mon,Run - easy,4.5,34,Easy recovery pace
100k_int,100K - Intermediate,Intermediate,9,1,Tue,Run - speed/intervals,5.3,40,Intervals or hill repeats
100k_int,100K - Intermediate,Intermediate,9,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
100k_int,100K - Intermediate,Intermediate,9,3,Thu,Run - tempo,6.4,48,"Comfortably hard, sustained effort"
100k_int,100K - Intermediate,Intermediate,9,4,Fri,Rest,,,
100k_int,100K - Intermediate,Intermediate,9,5,Sat,Run - easy (back-to-back),16.0,120,Back-to-back with Sunday long run
100k_int,100K - Intermediate,Intermediate,9,6,Sun,Long run,24.0,180,"Weekend long run, steady effort"
100k_int,100K - Intermediate,Intermediate,10,0,Mon,Run - easy,4.5,34,Easy recovery pace
100k_int,100K - Intermediate,Intermediate,10,1,Tue,Run - easy (recovery),5.3,40,Easy recovery pace - following last weekend's back-to-back long run
100k_int,100K - Intermediate,Intermediate,10,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
100k_int,100K - Intermediate,Intermediate,10,3,Thu,Run - tempo,6.4,48,"Comfortably hard, sustained effort"
100k_int,100K - Intermediate,Intermediate,10,4,Fri,Rest,,,
100k_int,100K - Intermediate,Intermediate,10,5,Sat,Run - easy,3.5,26,Easy pace
100k_int,100K - Intermediate,Intermediate,10,6,Sun,Long run,25.2,189,"Weekend long run, steady effort"
100k_int,100K - Intermediate,Intermediate,11,0,Mon,Run - easy,4.5,34,Easy recovery pace
100k_int,100K - Intermediate,Intermediate,11,1,Tue,Run - speed/intervals,5.3,40,Intervals or hill repeats
100k_int,100K - Intermediate,Intermediate,11,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
100k_int,100K - Intermediate,Intermediate,11,3,Thu,Run - tempo,6.4,48,"Comfortably hard, sustained effort"
100k_int,100K - Intermediate,Intermediate,11,4,Fri,Rest,,,
100k_int,100K - Intermediate,Intermediate,11,5,Sat,Run - easy,3.5,26,Easy pace
100k_int,100K - Intermediate,Intermediate,11,6,Sun,Long run,26.5,199,"Weekend long run, steady effort"
100k_int,100K - Intermediate,Intermediate,12,0,Mon,Run - easy,4.6,34,Easy recovery pace
100k_int,100K - Intermediate,Intermediate,12,1,Tue,Run - speed/intervals,5.4,40,Intervals or hill repeats
100k_int,100K - Intermediate,Intermediate,12,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
100k_int,100K - Intermediate,Intermediate,12,3,Thu,Run - tempo,6.5,49,"Comfortably hard, sustained effort"
100k_int,100K - Intermediate,Intermediate,12,4,Fri,Rest,,,
100k_int,100K - Intermediate,Intermediate,12,5,Sat,Run - easy (back-to-back),17.5,131,Back-to-back with Sunday long run
100k_int,100K - Intermediate,Intermediate,12,6,Sun,Long run,19.9,149,"Weekend long run, steady effort"
100k_int,100K - Intermediate,Intermediate,13,0,Mon,Run - easy,4.7,35,Easy recovery pace
100k_int,100K - Intermediate,Intermediate,13,1,Tue,Run - easy (recovery),5.4,40,Easy recovery pace - following last weekend's back-to-back long run
100k_int,100K - Intermediate,Intermediate,13,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
100k_int,100K - Intermediate,Intermediate,13,3,Thu,Run - tempo,6.5,49,"Comfortably hard, sustained effort"
100k_int,100K - Intermediate,Intermediate,13,4,Fri,Rest,,,
100k_int,100K - Intermediate,Intermediate,13,5,Sat,Run - easy,3.6,27,Easy pace
100k_int,100K - Intermediate,Intermediate,13,6,Sun,Long run,29.0,218,"Weekend long run, steady effort"
100k_int,100K - Intermediate,Intermediate,14,0,Mon,Run - easy,4.7,35,Easy recovery pace
100k_int,100K - Intermediate,Intermediate,14,1,Tue,Run - speed/intervals,5.4,40,Intervals or hill repeats
100k_int,100K - Intermediate,Intermediate,14,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
100k_int,100K - Intermediate,Intermediate,14,3,Thu,Run - tempo,6.6,50,"Comfortably hard, sustained effort"
100k_int,100K - Intermediate,Intermediate,14,4,Fri,Rest,,,
100k_int,100K - Intermediate,Intermediate,14,5,Sat,Run - easy,3.7,28,Easy pace
100k_int,100K - Intermediate,Intermediate,14,6,Sun,Long run,30.2,226,"Weekend long run, steady effort"
100k_int,100K - Intermediate,Intermediate,15,0,Mon,Run - easy,4.8,36,Easy recovery pace
100k_int,100K - Intermediate,Intermediate,15,1,Tue,Run - speed/intervals,5.5,41,Intervals or hill repeats
100k_int,100K - Intermediate,Intermediate,15,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
100k_int,100K - Intermediate,Intermediate,15,3,Thu,Run - tempo,6.6,50,"Comfortably hard, sustained effort"
100k_int,100K - Intermediate,Intermediate,15,4,Fri,Rest,,,
100k_int,100K - Intermediate,Intermediate,15,5,Sat,Run - easy (back-to-back),19.0,142,Back-to-back with Sunday long run
100k_int,100K - Intermediate,Intermediate,15,6,Sun,Long run,31.5,236,"Weekend long run, steady effort"
100k_int,100K - Intermediate,Intermediate,16,0,Mon,Run - easy,4.8,36,Easy recovery pace
100k_int,100K - Intermediate,Intermediate,16,1,Tue,Run - easy (recovery),5.5,41,Easy recovery pace - following last weekend's back-to-back long run
100k_int,100K - Intermediate,Intermediate,16,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
100k_int,100K - Intermediate,Intermediate,16,3,Thu,Run - tempo,6.6,50,"Comfortably hard, sustained effort"
100k_int,100K - Intermediate,Intermediate,16,4,Fri,Rest,,,
100k_int,100K - Intermediate,Intermediate,16,5,Sat,Run - easy,3.8,28,Easy pace
100k_int,100K - Intermediate,Intermediate,16,6,Sun,Long run,23.6,177,"Weekend long run, steady effort"
100k_int,100K - Intermediate,Intermediate,17,0,Mon,Run - easy,4.8,36,Easy recovery pace
100k_int,100K - Intermediate,Intermediate,17,1,Tue,Run - speed/intervals,5.5,41,Intervals or hill repeats
100k_int,100K - Intermediate,Intermediate,17,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
100k_int,100K - Intermediate,Intermediate,17,3,Thu,Run - tempo,6.7,50,"Comfortably hard, sustained effort"
100k_int,100K - Intermediate,Intermediate,17,4,Fri,Rest,,,
100k_int,100K - Intermediate,Intermediate,17,5,Sat,Run - easy,3.9,29,Easy pace
100k_int,100K - Intermediate,Intermediate,17,6,Sun,Long run,34.0,255,"Weekend long run, steady effort"
100k_int,100K - Intermediate,Intermediate,18,0,Mon,Run - easy,4.9,37,Easy recovery pace
100k_int,100K - Intermediate,Intermediate,18,1,Tue,Run - speed/intervals,5.5,41,Intervals or hill repeats
100k_int,100K - Intermediate,Intermediate,18,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
100k_int,100K - Intermediate,Intermediate,18,3,Thu,Run - tempo,6.7,50,"Comfortably hard, sustained effort"
100k_int,100K - Intermediate,Intermediate,18,4,Fri,Rest,,,
100k_int,100K - Intermediate,Intermediate,18,5,Sat,Run - easy,3.9,29,Easy pace
100k_int,100K - Intermediate,Intermediate,18,6,Sun,Long run,22.1,166,"Weekend long run, steady effort"
100k_int,100K - Intermediate,Intermediate,19,0,Mon,Run - easy,5.0,38,Easy recovery pace
100k_int,100K - Intermediate,Intermediate,19,1,Tue,Run - speed/intervals,5.6,42,Intervals or hill repeats
100k_int,100K - Intermediate,Intermediate,19,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
100k_int,100K - Intermediate,Intermediate,19,3,Thu,Run - tempo,6.8,51,"Comfortably hard, sustained effort"
100k_int,100K - Intermediate,Intermediate,19,4,Fri,Rest,,,
100k_int,100K - Intermediate,Intermediate,19,5,Sat,Run - easy,4.0,30,Easy pace
100k_int,100K - Intermediate,Intermediate,19,6,Sun,Long run,15.3,115,"Weekend long run, steady effort"
100k_int,100K - Intermediate,Intermediate,20,0,Mon,Run - easy,5.0,38,Easy recovery pace
100k_int,100K - Intermediate,Intermediate,20,1,Tue,Run - speed/intervals,5.6,42,Intervals or hill repeats
100k_int,100K - Intermediate,Intermediate,20,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
100k_int,100K - Intermediate,Intermediate,20,3,Thu,Run - tempo,6.8,51,"Comfortably hard, sustained effort"
100k_int,100K - Intermediate,Intermediate,20,4,Fri,Rest,,,
100k_int,100K - Intermediate,Intermediate,20,5,Sat,Run - easy,4.0,30,Easy pace
100k_int,100K - Intermediate,Intermediate,20,6,Sun,RACE DAY,100,660,Race day!
